Technology,Plan,Year,Capacity_MW
PV,PDP8_rev_high,2038,162308
PV,PDP8_rev_high,2039,173419.5
PV,PDP8_rev_high,2040,184531
PV,PDP8_rev_high,2041,195642.5
PV,PDP8_rev_high,2042,206754
PV,PDP8_rev_high,2043,217865.5
PV,PDP8_rev_high,2044,228977
PV,PDP8_rev_high,2045,240088.5
PV,PDP8_rev_high,2046,251200
PV,PDP8_rev_high,2047,262311.5
PV,PDP8_rev_high,2048,273423
PV,PDP8_rev_high,2049,284534.5
PV,PDP8_rev_high,2050,295646
TOTAL,PDP8_rev_high,2000,NA
TOTAL,PDP8_rev_high,2001,NA
TOTAL,PDP8_rev_high,2002,NA
TOTAL,PDP8_rev_high,2003,NA
TOTAL,PDP8_rev_high,2004,NA
TOTAL,PDP8_rev_high,2005,NA
TOTAL,PDP8_rev_high,2006,NA
TOTAL,PDP8_rev_high,2007,NA
TOTAL,PDP8_rev_high,2008,NA
TOTAL,PDP8_rev_high,2009,NA
TOTAL,PDP8_rev_high,2010,NA
TOTAL,PDP8_rev_high,2011,NA
TOTAL,PDP8_rev_high,2012,NA
TOTAL,PDP8_rev_high,2013,NA
TOTAL,PDP8_rev_high,2014,NA
TOTAL,PDP8_rev_high,2015,NA
TOTAL,PDP8_rev_high,2016,NA
TOTAL,PDP8_rev_high,2017,NA
TOTAL,PDP8_rev_high,2018,NA
TOTAL,PDP8_rev_high,2019,NA
TOTAL,PDP8_rev_high,2020,NA
TOTAL,PDP8_rev_high,2021,NA
TOTAL,PDP8_rev_high,2022,NA
TOTAL,PDP8_rev_high,2023,NA
TOTAL,PDP8_rev_high,2024,NA
TOTAL,PDP8_rev_high,2025,89402
TOTAL,PDP8_rev_high,2026,118794.2
TOTAL,PDP8_rev_high,2027,148186.4
TOTAL,PDP8_rev_high,2028,177578.59999999998
TOTAL,PDP8_rev_high,2029,206970.8
TOTAL,PDP8_rev_high,2030,236363
TOTAL,PDP8_rev_high,2031,266478.9
TOTAL,PDP8_rev_high,2032,296594.8
TOTAL,PDP8_rev_high,2033,326710.7
TOTAL,PDP8_rev_high,2034,356826.6
TOTAL,PDP8_rev_high,2035,386942.5
TOTAL,PDP8_rev_high,2036,417058.4
TOTAL,PDP8_rev_high,2037,447174.3
TOTAL,PDP8_rev_high,2038,477290.2
TOTAL,PDP8_rev_high,2039,507406.10000000003
TOTAL,PDP8_rev_high,2040,537522
TOTAL,PDP8_rev_high,2041,567637.9
TOTAL,PDP8_rev_high,2042,597753.8
TOTAL,PDP8_rev_high,2043,627869.7
TOTAL,PDP8_rev_high,2044,657985.6
TOTAL,PDP8_rev_high,2045,688101.5
TOTAL,PDP8_rev_high,2046,718217.4
TOTAL,PDP8_rev_high,2047,748333.3
TOTAL,PDP8_rev_high,2048,778449.2000000001
TOTAL,PDP8_rev_high,2049,808565.1
TOTAL,PDP8_rev_high,2050,838681
Total capacity,PDP8_rev_high,2000,5830
Total capacity,PDP8_rev_high,2001,6370
Total capacity,PDP8_rev_high,2002,7270
Total capacity,PDP8_rev_high,2003,7800
Total capacity,PDP8_rev_high,2004,9300
Total capacity,PDP8_rev_high,2005,10090
Total capacity,PDP8_rev_high,2006,10450
Total capacity,PDP8_rev_high,2007,11620
Total capacity,PDP8_rev_high,2008,14120
Total capacity,PDP8_rev_high,2009,16720
Total capacity,PDP8_rev_high,2010,18510
Total capacity,PDP8_rev_high,2011,21970
Total capacity,PDP8_rev_high,2012,25890
Total capacity,PDP8_rev_high,2013,28120
Total capacity,PDP8_rev_high,2014,32330
Total capacity,PDP8_rev_high,2015,38130
Total capacity,PDP8_rev_high,2016,39710
Total capacity,PDP8_rev_high,2017,42010
Total capacity,PDP8_rev_high,2018,44660
Total capacity,PDP8_rev_high,2019,53220
Total capacity,PDP8_rev_high,2020,66830
Total capacity,PDP8_rev_high,2021,73840
Total capacity,PDP8_rev_high,2022,77440
Total capacity,PDP8_rev_high,2023,82450
Total capacity,PDP8_rev_high,2024,84370
Total capacity,PDP8_rev_high,2025,NA
Total capacity,PDP8_rev_high,2026,NA
Total capacity,PDP8_rev_high,2027,NA
Total capacity,PDP8_rev_high,2028,NA
Total capacity,PDP8_rev_high,2029,NA
Total capacity,PDP8_rev_high,2030,NA
Total capacity,PDP8_rev_high,2031,NA
Total capacity,PDP8_rev_high,2032,NA
Total capacity,PDP8_rev_high,2033,NA
Total capacity,PDP8_rev_high,2034,NA
Total capacity,PDP8_rev_high,2035,NA
Total capacity,PDP8_rev_high,2036,NA
Total capacity,PDP8_rev_high,2037,NA
Total capacity,PDP8_rev_high,2038,NA
Total capacity,PDP8_rev_high,2039,NA
Total capacity,PDP8_rev_high,2040,NA
Total capacity,PDP8_rev_high,2041,NA
Total capacity,PDP8_rev_high,2042,NA
Total capacity,PDP8_rev_high,2043,NA
Total capacity,PDP8_rev_high,2044,NA
Total capacity,PDP8_rev_high,2045,NA
Total capacity,PDP8_rev_high,2046,NA
Total capacity,PDP8_rev_high,2047,NA
Total capacity,PDP8_rev_high,2048,NA
Total capacity,PDP8_rev_high,2049,NA
Total capacity,PDP8_rev_high,2050,NA
Wind,PDP8_rev_high,2000,0
Wind,PDP8_rev_high,2001,0
Wind,PDP8_rev_high,2002,0
Wind,PDP8_rev_high,2003,0
Wind,PDP8_rev_high,2004,0
Wind,PDP8_rev_high,2005,0
Wind,PDP8_rev_high,2006,0
Wind,PDP8_rev_high,2007,0
Wind,PDP8_rev_high,2008,0
Wind,PDP8_rev_high,2009,10
Wind,PDP8_rev_high,2010,30
Wind,PDP8_rev_high,2011,30
Wind,PDP8_rev_high,2012,30
Wind,PDP8_rev_high,2013,50
Wind,PDP8_rev_high,2014,50
Wind,PDP8_rev_high,2015,140
Wind,PDP8_rev_high,2016,160
Wind,PDP8_rev_high,2017,200
Wind,PDP8_rev_high,2018,240
Wind,PDP8_rev_high,2019,370
Wind,PDP8_rev_high,2020,520
Wind,PDP8_rev_high,2021,4120
Wind,PDP8_rev_high,2022,5070
Wind,PDP8_rev_high,2023,5890
Wind,PDP8_rev_high,2024,6180
Wind,PDP8_rev_high,2025,6774
Wind,PDP8_rev_high,2026,13061
Wind,PDP8_rev_high,2027,19348
Wind,PDP8_rev_high,2028,25635
Wind,PDP8_rev_high,2029,31922
Wind,PDP8_rev_high,2030,38209
Wind,PDP8_rev_high,2031,40868.55
Wind,PDP8_rev_high,2032,43528.1
Wind,PDP8_rev_high,2033,46187.65
Wind,PDP8_rev_high,2034,48847.2
Wind,PDP8_rev_high,2035,51506.75
Wind,PDP8_rev_high,2036,54166.3
Wind,PDP8_rev_high,2037,56825.85
Wind,PDP8_rev_high,2038,59485.4
Wind,PDP8_rev_high,2039,62144.95
Wind,PDP8_rev_high,2040,64804.5
Wind,PDP8_rev_high,2041,67464.05
Wind,PDP8_rev_high,2042,70123.6
Wind,PDP8_rev_high,2043,72783.15
Wind,PDP8_rev_high,2044,75442.7
Wind,PDP8_rev_high,2045,78102.25
Wind,PDP8_rev_high,2046,80761.8
Wind,PDP8_rev_high,2047,83421.35
Wind,PDP8_rev_high,2048,86080.9
Wind,PDP8_rev_high,2049,88740.45
Wind,PDP8_rev_high,2050,91400
Wind_offshore,PDP8_rev_high,2000,NA
Wind_offshore,PDP8_rev_high,2001,NA
Wind_offshore,PDP8_rev_high,2002,NA
Wind_offshore,PDP8_rev_high,2003,NA
Wind_offshore,PDP8_rev_high,2004,NA
Wind_offshore,PDP8_rev_high,2005,NA
Wind_offshore,PDP8_rev_high,2006,NA
Wind_offshore,PDP8_rev_high,2007,NA
Wind_offshore,PDP8_rev_high,2008,NA
Wind_offshore,PDP8_rev_high,2009,NA
Wind_offshore,PDP8_rev_high,2010,NA
Wind_offshore,PDP8_rev_high,2011,NA
Wind_offshore,PDP8_rev_high,2012,NA
Wind_offshore,PDP8_rev_high,2013,NA
Wind_offshore,PDP8_rev_high,2014,NA
Wind_offshore,PDP8_rev_high,2015,NA
Wind_offshore,PDP8_rev_high,2016,NA
Wind_offshore,PDP8_rev_high,2017,NA
Wind_offshore,PDP8_rev_high,2018,NA
Wind_offshore,PDP8_rev_high,2019,NA
Wind_offshore,PDP8_rev_high,2020,NA
Wind_offshore,PDP8_rev_high,2021,NA
Wind_offshore,PDP8_rev_high,2022,NA
Wind_offshore,PDP8_rev_high,2023,NA
Wind_offshore,PDP8_rev_high,2024,NA
Wind_offshore,PDP8_rev_high,2025,0
Wind_offshore,PDP8_rev_high,2026,3406.4
Wind_offshore,PDP8_rev_high,2027,6812.8
Wind_offshore,PDP8_rev_high,2028,10219.199999999999
Wind_offshore,PDP8_rev_high,2029,13625.6
Wind_offshore,PDP8_rev_high,2030,17032
Wind_offshore,PDP8_rev_high,2031,23135.25
Wind_offshore,PDP8_rev_high,2032,29238.5
Wind_offshore,PDP8_rev_high,2033,35341.75
Wind_offshore,PDP8_rev_high,2034,41445
Wind_offshore,PDP8_rev_high,2035,47548.25
Wind_offshore,PDP8_rev_high,2036,53651.5
Wind_offshore,PDP8_rev_high,2037,59754.75
Wind_offshore,PDP8_rev_high,2038,65858
Wind_offshore,PDP8_rev_high,2039,71961.25
Wind_offshore,PDP8_rev_high,2040,78064.5
Wind_offshore,PDP8_rev_high,2041,84167.75
Wind_offshore,PDP8_rev_high,2042,90271
Wind_offshore,PDP8_rev_high,2043,96374.25
Wind_offshore,PDP8_rev_high,2044,102477.5
Wind_offshore,PDP8_rev_high,2045,108580.75
Wind_offshore,PDP8_rev_high,2046,114684
Wind_offshore,PDP8_rev_high,2047,120787.25
Wind_offshore,PDP8_rev_high,2048,126890.5
Wind_offshore,PDP8_rev_high,2049,132993.75
Wind_offshore,PDP8_rev_high,2050,139097
